PERIF,KOMMA,PSIFOI2023,PSIFOI2019
Β3' Νότιου Τομέα Αθηνών,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,1189,0
Β3' Νότιου Τομέα Αθηνών,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,1141,0
Β3' Νότιου Τομέα Αθηνών,ΕΑΝ...,993,0
Β3' Νότιου Τομέα Αθηνών,ΚΚΕ (μ-λ),894,402
Β3' Νότιου Τομέα Αθηνών,Τ.ΟΛ.ΜΑ,634,0
Β3' Νότιου Τομέα Αθηνών,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,606,0
Β3' Νότιου Τομέα Αθηνών,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,529,614
Β3' Νότιου Τομέα Αθηνών,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,405,0
Β3' Νότιου Τομέα Αθηνών,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,396,0
Β3' Νότιου Τομέα Αθηνών,Μ-Λ ΚΚΕ,309,204
Β3' Νότιου Τομέα Αθηνών,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,186,0
Β3' Νότιου Τομέα Αθηνών,Ο.Κ.Δ.Ε.,106,68
Β3' Νότιου Τομέα Αθηνών,ΟΑΚΚΕ,46,0
Β3' Νότιου Τομέα Αθηνών,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Β3' Νότιου Τομέα Αθηνών,ΝΕΑ ΔΟΜΗ,0,0
Β3' Νότιου Τομέα Αθηνών,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Β3' Νότιου Τομέα Αθηνών,SOCIAL,0,0
Β3' Νότιου Τομέα Αθηνών,Ανεξάρτητοι,0,0
Β3' Νότιου Τομέα Αθηνών,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,608500,-
Β3' Νότιου Τομέα Αθηνών,ΑΚΥΡΑ,7830,-
Β3' Νότιου Τομέα Αθηνών,ΛΕΥΚΑ,2732,-
Β3' Νότιου Τομέα Αθηνών,ΕΓΚΥΡΑ,397254,-
Β3' Νότιου Τομέα Αθηνών,ΣΥΜΜΕΤΟΧΗ,407817,-
Α' Ανατολικής Αττικής,ΝΔ,116105,100583
Α' Ανατολικής Αττικής,ΣΥΡΙΖΑ-ΠΣ,44944,69043
Α' Ανατολικής Αττικής,ΠΑΣΟΚ-Κίνημα Αλλαγής,20802,11742
Α' Ανατολικής Αττικής,ΚΚΕ,17491,11561
Α' Ανατολικής Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,12473,11315
Α' Ανατολικής Αττικής,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,8463,3747
Α' Ανατολικής Αττικής,ΜέΡΑ25,6982,9029
Α' Ανατολικής Αττικής,ΝΙΚΗ,5974,0
Α' Ανατολικής Αττικής,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,2886,0
Α' Ανατολικής Αττικής,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,2240,0
Α' Ανατολικής Αττικής,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,2073,1937
Α' Ανατολικής Αττικής,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,1716,0
Α' Ανατολικής Αττικής,Κίνημα 21,1716,0
Α' Ανατολικής Αττικής,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,1408,0
Α' Ανατολικής Αττικής,ΑΝΤ.ΑΡ.ΣΥ.Α.,1356,917
Α' Ανατολικής Αττικής,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,1349,0
Α' Ανατολικής Αττικής,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,975,3361
Α' Ανατολικής Αττικής,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,936,0
Α' Ανατολικής Αττικής,Κ.Ο.Τ.Ε.Σ.,866,0
Α' Ανατολικής Αττικής,ΕΑΝ...,757,0
Α' Ανατολικής Αττικής,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,703,0
Α' Ανατολικής Αττικής,Τ.ΟΛ.ΜΑ,627,0
Α' Ανατολικής Αττικής,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,473,416
Α' Ανατολικής Αττικής,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,467,0
Α' Ανατολικής Αττικής,ΚΚΕ (μ-λ),421,178
Α' Ανατολικής Αττικής,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,294,0
Α' Ανατολικής Αττικής,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,238,0
Α' Ανατολικής Αττικής,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,138,0
Α' Ανατολικής Αττικής,Μ-Λ ΚΚΕ,132,67
Α' Ανατολικής Αττικής,ΟΑΚΚΕ,50,0
Α' Ανατολικής Αττικής,Ο.Κ.Δ.Ε.,46,33
Α' Ανατολικής Αττικής,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Α' Ανατολικής Αττικής,ΝΕΑ ΔΟΜΗ,0,0
Α' Ανατολικής Αττικής,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Α' Ανατολικής Αττικής,SOCIAL,0,0
Α' Ανατολικής Αττικής,Ανεξάρτητοι,0,0
Α' Ανατολικής Αττικής,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,370366,-
Α' Ανατολικής Αττικής,ΑΚΥΡΑ,5426,-
Α' Ανατολικής Αττικής,ΛΕΥΚΑ,1599,-
Α' Ανατολικής Αττικής,ΕΓΚΥΡΑ,255120,-
Α' Ανατολικής Αττικής,ΣΥΜΜΕΤΟΧΗ,262145,-
Β' Δυτικής Αττικής,ΝΔ,35270,26131
Β' Δυτικής Αττικής,ΣΥΡΙΖΑ-ΠΣ,15323,27627
Β' Δυτικής Αττικής,ΚΚΕ,7686,4518
Β' Δυτικής Αττικής,ΠΑΣΟΚ-Κίνημα Αλλαγής,6258,3996
Β' Δυτικής Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,5631,3995
Β' Δυτικής Αττικής,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2598,1201
Β' Δυτικής Αττικής,ΝΙΚΗ,2156,0
Β' Δυτικής Αττικής,ΜέΡΑ25,1846,2441
Β' Δυτικής Αττικής,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,889,0
Β' Δυτικής Αττικής,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,783,0
Β' Δυτικής Αττικής,Κίνημα 21,761,0
Β' Δυτικής Αττικής,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,621,0
Β' Δυτικής Αττικής,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,572,0
Β' Δυτικής Αττικής,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,524,406
Β' Δυτικής Αττικής,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,397,0
Β' Δυτικής Αττικής,ΑΝΤ.ΑΡ.ΣΥ.Α.,372,251
Β' Δυτικής Αττικής,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,321,0
Β' Δυτικής Αττικής,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,318,0
Β' Δυτικής Αττικής,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,297,267
Β' Δυτικής Αττικής,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,270,925
Β' Δυτικής Αττικής,ΚΚΕ (μ-λ),268,131
Β' Δυτικής Αττικής,Τ.ΟΛ.ΜΑ,260,0
Β' Δυτικής Αττικής,ΕΑΝ...,204,0
Β' Δυτικής Αττικής,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,195,0
Β' Δυτικής Αττικής,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,116,0
Β' Δυτικής Αττικής,Μ-Λ ΚΚΕ,86,40
Β' Δυτικής Αττικής,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,56,0
Β' Δυτικής Αττικής,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,53,0
Β' Δυτικής Αττικής,Ο.Κ.Δ.Ε.,35,16
Β' Δυτικής Αττικής,ΟΑΚΚΕ,16,0
Β' Δυτικής Αττικής,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Β' Δυτικής Αττικής,ΝΕΑ ΔΟΜΗ,0,0
Β' Δυτικής Αττικής,Κ.Ο.Τ.Ε.Σ.,0,0
Β' Δυτικής Αττικής,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Β' Δυτικής Αττικής,SOCIAL,0,0
Β' Δυτικής Αττικής,Ανεξάρτητοι,0,0
Β' Δυτικής Αττικής,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,133112,-
Β' Δυτικής Αττικής,ΑΚΥΡΑ,2648,-
Β' Δυτικής Αττικής,ΛΕΥΚΑ,559,-
Β' Δυτικής Αττικής,ΕΓΚΥΡΑ,84172,-
Β' Δυτικής Αττικής,ΣΥΜΜΕΤΟΧΗ,87388,-
