PERIF,KOMMA,PSIFOI2023,PSIFOI2019
Κέρκυρας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Κέρκυρας,SOCIAL,0,0
Κέρκυρας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Κέρκυρας,Ανεξάρτητοι,0,0
Κέρκυρας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,106188,-
Κέρκυρας,ΑΚΥΡΑ,1376,-
Κέρκυρας,ΛΕΥΚΑ,334,-
Κέρκυρας,ΕΓΚΥΡΑ,57862,-
Κέρκυρας,ΣΥΜΜΕΤΟΧΗ,59571,-
Λευκάδας,ΝΔ,6484,6778
Λευκάδας,ΣΥΡΙΖΑ-ΠΣ,3044,4307
Λευκάδας,ΠΑΣΟΚ-Κίνημα Αλλαγής,1833,1466
Λευκάδας,ΚΚΕ,1742,1247
Λευκάδας,ΜέΡΑ25,387,429
Λευκάδας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,326,159
Λευκάδας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,251,198
Λευκάδας,ΝΙΚΗ,223,0
Λευκάδας,ΑΝΤ.ΑΡ.ΣΥ.Α.,179,87
Λευκάδας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,174,0
Λευκάδας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,108,0
Λευκάδας,ΕΑΝ...,106,0
Λευκάδας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,93,79
Λευκάδας,Κίνημα 21,67,0
Λευκάδας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,51,0
Λευκάδας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,50,0
Λευκάδας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,48,106
Λευκάδας,Τ.ΟΛ.ΜΑ,35,0
Λευκάδας,Μ-Λ ΚΚΕ,24,13
Λευκάδας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,23,0
Λευκάδας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,14,0
Λευκάδας,ΚΚΕ (μ-λ),13,11
Λευκάδας,Ο.Κ.Δ.Ε.,3,4
Λευκάδας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,2,0
Λευκάδας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Λευκάδας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Λευκάδας,ΟΑΚΚΕ,0,0
Λευκάδας,ΝΕΑ ΔΟΜΗ,0,0
Λευκάδας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Λευκάδας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Λευκάδας,Κ.Ο.Τ.Ε.Σ.,0,0
Λευκάδας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Λευκάδας,SOCIAL,0,0
Λευκάδας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Λευκάδας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,0,0
Λευκάδας,Ανεξάρτητοι,0,0
Λευκάδας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,28819,-
Λευκάδας,ΑΚΥΡΑ,294,-
Λευκάδας,ΛΕΥΚΑ,137,-
Λευκάδας,ΕΓΚΥΡΑ,15280,-
Λευκάδας,ΣΥΜΜΕΤΟΧΗ,15709,-
Ζακύνθου,ΝΔ,9442,9217
Ζακύνθου,ΣΥΡΙΖΑ-ΠΣ,4818,6914
Ζακύνθου,ΠΑΣΟΚ-Κίνημα Αλλαγής,2506,1182
Ζακύνθου,ΚΚΕ,2491,1989
Ζακύνθου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,576,486
Ζακύνθου,ΜέΡΑ25,552,730
Ζακύνθου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,458,269
Ζακύνθου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,422,0
Ζακύνθου,ΝΙΚΗ,356,0
Ζακύνθου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,307,102
Ζακύνθου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,252,0
Ζακύνθου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,112,0
Ζακύνθου,ΑΝΤ.ΑΡ.ΣΥ.Α.,103,68
Ζακύνθου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,103,92
Ζακύνθου,Κίνημα 21,90,0
Ζακύνθου,ΕΑΝ...,82,0
Ζακύνθου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,73,0
Ζακύνθου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,55,147
Ζακύνθου,ΚΚΕ (μ-λ),49,36
Ζακύνθου,Μ-Λ ΚΚΕ,47,37
Ζακύνθου,Τ.ΟΛ.ΜΑ,43,0
Ζακύνθου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,42,0
Ζακύνθου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,25,0
Ζακύνθου,Ο.Κ.Δ.Ε.,24,19
Ζακύνθου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,24,0
Ζακύνθου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Ζακύνθου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ζακύνθου,ΟΑΚΚΕ,0,0
Ζακύνθου,ΝΕΑ ΔΟΜΗ,0,0
Ζακύνθου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Ζακύνθου,Κ.Ο.Τ.Ε.Σ.,0,0
Ζακύνθου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ζακύνθου,SOCIAL,0,0
Ζακύνθου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Ζακύνθου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,0,0
Ζακύνθου,Ανεξάρτητοι,0,0
Ζακύνθου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,41268,-
Ζακύνθου,ΑΚΥΡΑ,472,-
Ζακύνθου,ΛΕΥΚΑ,197,-
Ζακύνθου,ΕΓΚΥΡΑ,23052,-
Ζακύνθου,ΣΥΜΜΕΤΟΧΗ,23721,-
Αιτωλοακαρνανίας,ΝΔ,53974,55440
Αιτωλοακαρνανίας,ΣΥΡΙΖΑ-ΠΣ,35326,45889
Αιτωλοακαρνανίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,18499,13865
Αιτωλοακαρνανίας,ΚΚΕ,8581,6669
Αιτωλοακαρνανίας,ΝΙΚΗ,4137,0
Αιτωλοακαρνανίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,3435,2283
Αιτωλοακαρνανίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2371,1199
Αιτωλοακαρνανίας,ΜέΡΑ25,2311,2883
Αιτωλοακαρνανίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,1317,0
Αιτωλοακαρνανίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,986,505
Αιτωλοακαρνανίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,784,0
Αιτωλοακαρνανίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,630,0
Αιτωλοακαρνανίας,Κίνημα 21,618,0
Αιτωλοακαρνανίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,615,443
Αιτωλοακαρνανίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,592,0
Αιτωλοακαρνανίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,402,0
Αιτωλοακαρνανίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,339,285
Αιτωλοακαρνανίας,ΕΑΝ...,293,0
Αιτωλοακαρνανίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,288,1021
Αιτωλοακαρνανίας,Τ.ΟΛ.ΜΑ,201,0
Αιτωλοακαρνανίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,191,0
Αιτωλοακαρνανίας,ΚΚΕ (μ-λ),177,123
Αιτωλοακαρνανίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,170,0
Αιτωλοακαρνανίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,166,0
Αιτωλοακαρνανίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,94,0
Αιτωλοακαρνανίας,Μ-Λ ΚΚΕ,90,70
Αιτωλοακαρνανίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,84,0
Αιτωλοακαρνανίας,Ο.Κ.Δ.Ε.,27,35
Αιτωλοακαρνανίας,ΟΑΚΚΕ,14,0
Αιτωλοακαρνανίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Αιτωλοακαρνανίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Αιτωλοακαρνανίας,ΝΕΑ ΔΟΜΗ,0,0
Αιτωλοακαρνανίας,Κ.Ο.Τ.Ε.Σ.,0,0
Αιτωλοακαρνανίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Αιτωλοακαρνανίας,SOCIAL,0,0
Αιτωλοακαρνανίας,Ανεξάρτητοι,0,0
Αιτωλοακαρνανίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,234250,-
Αιτωλοακαρνανίας,ΑΚΥΡΑ,2190,-
Αιτωλοακαρνανίας,ΛΕΥΚΑ,586,-
Αιτωλοακαρνανίας,ΕΓΚΥΡΑ,136720,-
Αιτωλοακαρνανίας,ΣΥΜΜΕΤΟΧΗ,139496,-
Αχαΐας,ΝΔ,60726,55235
Αχαΐας,ΣΥΡΙΖΑ-ΠΣ,48313,68588
Αχαΐας,ΠΑΣΟΚ-Κίνημα Αλλαγής,22220,15176
Αχαΐας,ΚΚΕ,12166,9283
Αχαΐας,ΝΙΚΗ,6647,0
Αχαΐας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,6585,5524
Αχαΐας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,5240,2717
Αχαΐας,ΜέΡΑ25,4465,5339
Αχαΐας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,1494,0
Αχαΐας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,1429,0
Αχαΐας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,1253,0
Αχαΐας,Κίνημα 21,1064,0
Αχαΐας,ΑΝΤ.ΑΡ.ΣΥ.Α.,989,637
Αχαΐας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,763,714
Αχαΐας,ΕΑΝ...,755,0
Αχαΐας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,693,0
Αχαΐας,Κ.Ο.Τ.Ε.Σ.,570,0
Αχαΐας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,549,0
Αχαΐας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,534,0
Αχαΐας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,532,1991
Αχαΐας,Τ.ΟΛ.ΜΑ,318,0
Αχαΐας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,291,0
Αχαΐας,ΚΚΕ (μ-λ),255,105
Αχαΐας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,214,0
Αχαΐας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,212,0
Αχαΐας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,169,0
Αχαΐας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,150,144
Αχαΐας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,128,0
Αχαΐας,Μ-Λ ΚΚΕ,70,51
Αχαΐας,Ο.Κ.Δ.Ε.,42,22
Αχαΐας,ΟΑΚΚΕ,20,0
Αχαΐας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Αχαΐας,ΝΕΑ ΔΟΜΗ,0,0
Αχαΐας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Αχαΐας,SOCIAL,0,0
Αχαΐας,Ανεξάρτητοι,0,0
Αχαΐας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,280516,-
Αχαΐας,ΑΚΥΡΑ,3331,-
Αχαΐας,ΛΕΥΚΑ,824,-
Αχαΐας,ΕΓΚΥΡΑ,178854,-
Αχαΐας,ΣΥΜΜΕΤΟΧΗ,183009,-
Ηλείας,ΝΔ,34527,33673
Ηλείας,ΣΥΡΙΖΑ-ΠΣ,21909,32536
Ηλείας,ΠΑΣΟΚ-Κίνημα Αλλαγής,17676,13817
Ηλείας,ΚΚΕ,4580,3380
Ηλείας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,3080,2689
Ηλείας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1945,1192
Ηλείας,ΝΙΚΗ,1388,0
Ηλείας,ΜέΡΑ25,1264,2066
Ηλείας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,1168,0
Ηλείας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,501,0
Ηλείας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,454,0
Ηλείας,Κίνημα 21,447,0
Ηλείας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,403,286
Ηλείας,ΑΝΤ.ΑΡ.ΣΥ.Α.,355,244
Ηλείας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,307,0
Ηλείας,ΕΑΝ...,287,0
Ηλείας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,207,0
Ηλείας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,176,569
Ηλείας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,149,0
Ηλείας,Τ.ΟΛ.ΜΑ,148,0
Ηλείας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,136,218
Ηλείας,ΚΚΕ (μ-λ),132,65
Ηλείας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,124,0
Ηλείας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,69,0
Ηλείας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,60,0
Ηλείας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,57,0
Ηλείας,Μ-Λ ΚΚΕ,39,24
Ηλείας,ΟΑΚΚΕ,15,0
Ηλείας,Ο.Κ.Δ.Ε.,11,16
Ηλείας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Ηλείας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ηλείας,ΝΕΑ ΔΟΜΗ,0,0
Ηλείας,Κ.Ο.Τ.Ε.Σ.,0,0
Ηλείας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ηλείας,SOCIAL,0,0
Ηλείας,Ανεξάρτητοι,0,0
Ηλείας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,166664,-
Ηλείας,ΑΚΥΡΑ,1667,-
Ηλείας,ΛΕΥΚΑ,393,-
Ηλείας,ΕΓΚΥΡΑ,91614,-
Ηλείας,ΣΥΜΜΕΤΟΧΗ,93665,-
Φθιώτιδας,ΝΔ,40953,41076
Φθιώτιδας,ΣΥΡΙΖΑ-ΠΣ,19400,29677
Φθιώτιδας,ΠΑΣΟΚ-Κίνημα Αλλαγής,10569,7119
Φθιώτιδας,ΚΚΕ,6342,4107
Φθιώτιδας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,3603,2990
Φθιώτιδας,ΝΙΚΗ,2192,0
Φθιώτιδας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1913,1292
Φθιώτιδας,ΜέΡΑ25,1710,2418
Φθιώτιδας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,675,0
Φθιώτιδας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,635,0
Φθιώτιδας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,555,495
Φθιώτιδας,Κίνημα 21,550,0
Φθιώτιδας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,533,0
Φθιώτιδας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,527,0
Φθιώτιδας,ΑΝΤ.ΑΡ.ΣΥ.Α.,406,282
Φθιώτιδας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,364,0
Φθιώτιδας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,311,0
Φθιώτιδας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,274,761
Φθιώτιδας,ΕΑΝ...,263,0
Φθιώτιδας,Τ.ΟΛ.ΜΑ,203,0
Φθιώτιδας,ΚΚΕ (μ-λ),162,94
Φθιώτιδας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,158,0
Φθιώτιδας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,140,225
Φθιώτιδας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,123,0
Φθιώτιδας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,112,0
Φθιώτιδας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,96,0
Φθιώτιδας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,79,0
Φθιώτιδας,Μ-Λ ΚΚΕ,68,43
Φθιώτιδας,Ο.Κ.Δ.Ε.,23,9
Φθιώτιδας,ΟΑΚΚΕ,22,0
Φθιώτιδας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Φθιώτιδας,ΝΕΑ ΔΟΜΗ,0,0
Φθιώτιδας,Κ.Ο.Τ.Ε.Σ.,0,0
Φθιώτιδας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Φθιώτιδας,SOCIAL,0,0
Φθιώτιδας,Ανεξάρτητοι,0,0
Φθιώτιδας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,143646,-
Φθιώτιδας,ΑΚΥΡΑ,1539,-
Φθιώτιδας,ΛΕΥΚΑ,513,-
Φθιώτιδας,ΕΓΚΥΡΑ,92969,-
Φθιώτιδας,ΣΥΜΜΕΤΟΧΗ,95022,-
Ευρυτανίας,ΝΔ,6159,6969
Ευρυτανίας,ΣΥΡΙΖΑ-ΠΣ,3111,4212
Ευρυτανίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,1533,1417
Ευρυτανίας,ΚΚΕ,747,398
Ευρυτανίας,ΝΙΚΗ,437,0
Ευρυτανίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,397,305
Ευρυτανίας,ΜέΡΑ25,244,262
Ευρυτανίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,212,121
Ευρυτανίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,162,66
Ευρυτανίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,150,0
Ευρυτανίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,88,0
Ευρυτανίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,62,129
Ευρυτανίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,56,0
Ευρυτανίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,54,57
Ευρυτανίας,Κίνημα 21,54,0
Ευρυτανίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,47,0
Ευρυτανίας,ΚΚΕ (μ-λ),25,8
Ευρυτανίας,Τ.ΟΛ.ΜΑ,23,0
Ευρυτανίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,23,0
Ευρυτανίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,16,0
Ευρυτανίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,15,10
Ευρυτανίας,Μ-Λ ΚΚΕ,13,3
Ευρυτανίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,4,0
Ευρυτανίας,Ο.Κ.Δ.Ε.,2,7
Ευρυτανίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Ευρυτανίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ευρυτανίας,ΟΑΚΚΕ,0,0
Ευρυτανίας,ΝΕΑ ΔΟΜΗ,0,0
Ευρυτανίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Ευρυτανίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Ευρυτανίας,Κ.Ο.Τ.Ε.Σ.,0,0
Ευρυτανίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ευρυτανίας,SOCIAL,0,0
Ευρυτανίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Ευρυτανίας,ΕΑΝ...,0,0
Ευρυτανίας,Ανεξάρτητοι,0,0
Ευρυτανίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,31314,-
Ευρυτανίας,ΑΚΥΡΑ,267,-
Ευρυτανίας,ΛΕΥΚΑ,61,-
Ευρυτανίας,ΕΓΚΥΡΑ,13633,-
Ευρυτανίας,ΣΥΜΜΕΤΟΧΗ,13963,-
Φωκίδας,ΝΔ,11021,10839
Φωκίδας,ΣΥΡΙΖΑ-ΠΣ,4604,7063
Φωκίδας,ΠΑΣΟΚ-Κίνημα Αλλαγής,2342,1780
Φωκίδας,ΚΚΕ,1909,1462
Φωκίδας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,747,729
Φωκίδας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,573,297
Φωκίδας,ΜέΡΑ25,461,727
Φωκίδας,ΝΙΚΗ,452,0
Φωκίδας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,334,0
Φωκίδας,Κίνημα 21,241,0
Φωκίδας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,155,0
Φωκίδας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,138,0
Φωκίδας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,130,0
Φωκίδας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,117,100
Φωκίδας,ΑΝΤ.ΑΡ.ΣΥ.Α.,94,72
Φωκίδας,Τ.ΟΛ.ΜΑ,92,0
Φωκίδας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,76,0
Φωκίδας,ΕΑΝ...,72,0
Φωκίδας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,68,48
Φωκίδας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,63,186
Φωκίδας,ΚΚΕ (μ-λ),45,25
Φωκίδας,Μ-Λ ΚΚΕ,31,20
Φωκίδας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,30,0
Φωκίδας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,22,0
Φωκίδας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,18,0
Φωκίδας,Ο.Κ.Δ.Ε.,5,9
Φωκίδας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Φωκίδας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Φωκίδας,ΟΑΚΚΕ,0,0
Φωκίδας,ΝΕΑ ΔΟΜΗ,0,0
Φωκίδας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Φωκίδας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Φωκίδας,Κ.Ο.Τ.Ε.Σ.,0,0
Φωκίδας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Φωκίδας,SOCIAL,0,0
Φωκίδας,Ανεξάρτητοι,0,0
Φωκίδας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,41931,-
